age,education.num,marital.status,occupation,hours.per.week,capital.gain,income
3.7696123367431658,-0.4200596240159423,7,0,-0.03542944697277692,-0.14592048355885345,0
3.1831116654664955,-0.4200596240159423,7,5,-1.8172042927585768,-0.14592048355885345,0
2.0101103229131545,-0.03136002706291564,7,0,-0.03542944697277692,-0.14592048355885345,0
1.1303593159981489,-2.363557608781076,1,8,-0.03542944697277692,-0.14592048355885345,0
0.17729572517355935,-0.03136002706291564,6,11,-0.03542944697277692,-0.14592048355885345,0
-0.3358923621935273,-0.4200596240159423,1,9,0.36951938161490483,-0.14592048355885345,0
-0.04264202655519206,-1.5861584148750223,6,1,-0.03542944697277692,-0.14592048355885345,0
2.5966109941898248,2.3008375546552444,5,11,-1.655224761323504,-0.14592048355885345,1
2.156735490732322,-0.4200596240159423,1,11,-0.03542944697277692,-0.14592048355885345,0
0.17729572517355935,-0.03136002706291564,5,3,1.5843658673779502,-0.14592048355885345,1
0.4705460608118946,2.3008375546552444,1,11,-0.44037827556045867,-0.14592048355885345,1
-0.04264202655519206,1.9121379577022177,5,11,0.36951938161490483,-0.14592048355885345,1
0.9837341481789812,1.1347387637961643,7,9,-1.655224761323504,-0.14592048355885345,1
-0.4825175300126949,1.523438360749191,6,5,1.1794170387902683,-0.14592048355885345,1
0.9104215642693975,2.3008375546552444,5,0,-0.03542944697277692,-0.14592048355885345,1
0.5438586447214784,1.9121379577022177,1,11,-0.03542944697277692,-0.14592048355885345,1
0.4705460608118946,-1.1974588179219956,1,15,2.8802021188585316,-0.14592048355885345,1
1.3502970677269002,1.523438360749191,1,5,0.7744682102025866,-0.14592048355885345,1
-1.2156433691085329,0.7460391668431378,5,7,-0.03542944697277692,-0.14592048355885345,1
-0.3358923621935273,1.1347387637961643,6,13,0.7744682102025866,-0.14592048355885345,1
-0.11595461046477587,1.1347387637961643,5,5,-0.03542944697277692,-0.14592048355885345,1
-0.7024552817414463,-1.1974588179219956,6,13,0.1265500844622958,-0.14592048355885345,0
1.6435474033652355,-0.4200596240159423,1,13,-1.2502759327358222,-0.14592048355885345,0
0.9104215642693975,-0.03136002706291564,3,15,-0.03542944697277692,-0.14592048355885345,0
1.6435474033652355,-0.4200596240159423,3,0,-0.6833475727130678,-0.14592048355885345,0
-1.2889559530181167,0.35733956989011106,3,3,-0.03542944697277692,-0.14592048355885345,0
-0.4092049461031111,-3.1409568026871293,3,3,-0.6833475727130678,-0.14592048355885345,0
0.7637963964502298,-2.7522572057341024,3,9,-0.03542944697277692,-0.14592048355885345,0
-0.11595461046477587,-1.5861584148750223,5,15,0.7744682102025866,-0.14592048355885345,1
-0.04264202655519206,-1.5861584148750223,5,11,4.014058838904041,-0.14592048355885345,1
-1.1423307851989493,-0.03136002706291564,6,9,-0.03542944697277692,-0.14592048355885345,1
1.4969222355460678,-1.5861584148750223,7,5,0.7744682102025866,-0.14592048355885345,1
0.9837341481789812,1.9121379577022177,1,5,1.5843658673779502,-0.14592048355885345,1
0.9104215642693975,1.1347387637961643,1,5,0.7744682102025866,-0.14592048355885345,1
1.5702348194556517,-0.4200596240159423,5,5,0.7744682102025866,-0.14592048355885345,1
1.7901725711844032,2.3008375546552444,1,5,1.5843658673779502,-0.14592048355885345,1
1.057046732088565,-0.4200596240159423,5,13,0.6124886787675139,-0.14592048355885345,1
0.9104215642693975,1.9121379577022177,5,11,0.7744682102025866,-0.14592048355885345,1
-0.11595461046477587,2.3008375546552444,5,11,1.5843658673779502,-0.14592048355885345,1
1.1303593159981489,1.523438360749191,1,11,-0.03542944697277692,-0.14592048355885345,1
0.39723347690231076,1.1347387637961643,1,5,0.7744682102025866,-0.14592048355885345,1
0.32392089299272697,1.523438360749191,1,5,-0.03542944697277692,-0.14592048355885345,1
0.9104215642693975,-0.03136002706291564,1,1,-0.03542944697277692,-0.14592048355885345,1
0.32392089299272697,1.523438360749191,1,11,-0.03542944697277692,-0.14592048355885345,1
2.3766732424610737,-0.4200596240159423,3,0,-2.060173589911186,-0.14592048355885345,0
0.6904838125406461,1.1347387637961643,4,13,2.3942635245533137,-0.14592048355885345,1
2.3766732424610737,-0.4200596240159423,3,13,0.9364477416376593,-0.14592048355885345,0
2.5232984102802414,-0.4200596240159423,3,6,-0.03542944697277692,-0.14592048355885345,0
2.156735490732322,-0.03136002706291564,3,0,-0.03542944697277692,-0.14592048355885345,0
2.0834229068227383,-0.03136002706291564,3,0,-0.03542944697277692,-0.14592048355885345,0
0.10398314126397555,1.9121379577022177,5,11,0.36951938161490483,-0.14592048355885345,1
0.8371089803598136,-0.4200596240159423,7,13,2.556243055988386,-0.14592048355885345,1
0.9104215642693975,0.35733956989011106,1,14,-0.11641921269031327,-0.14592048355885345,1
0.2506083090831432,-0.03136002706291564,5,5,-0.03542944697277692,-0.14592048355885345,1
0.030670557354391746,1.523438360749191,5,13,0.36951938161490483,-0.14592048355885345,1
-0.4825175300126949,1.1347387637961643,5,5,0.7744682102025866,-0.14592048355885345,1
1.057046732088565,-0.03136002706291564,6,3,0.36951938161490483,-0.14592048355885345,1
0.10398314126397555,-0.03136002706291564,5,12,-0.03542944697277692,-0.14592048355885345,1
-0.04264202655519206,1.1347387637961643,5,13,0.36951938161490483,-0.14592048355885345,1
-0.4092049461031111,0.35733956989011106,6,3,0.1265500844622958,-0.14592048355885345,1
0.32392089299272697,0.7460391668431378,1,3,2.3942635245533137,-0.14592048355885345,1
0.8371089803598136,-1.1974588179219956,5,5,-0.03542944697277692,-0.14592048355885345,1
0.39723347690231076,-0.03136002706291564,3,1,-2.789081481369013,-0.14592048355885345,1
0.9104215642693975,1.1347387637961643,3,13,-0.03542944697277692,-0.14592048355885345,1
0.17729572517355935,1.9121379577022177,3,11,-0.03542944697277692,-0.14592048355885345,1
1.5702348194556517,0.35733956989011106,3,8,2.3942635245533137,-0.14592048355885345,1
-0.11595461046477587,1.523438360749191,3,5,1.5843658673779502,-0.14592048355885345,1
1.2036718999077327,1.9121379577022177,3,11,-0.44037827556045867,-0.14592048355885345,1
0.030670557354391746,1.1347387637961643,3,13,1.5843658673779502,-0.14592048355885345,1
0.2506083090831432,1.9121379577022177,3,11,1.5843658673779502,-0.14592048355885345,1
0.7637963964502298,1.1347387637961643,3,13,1.1794170387902683,-0.14592048355885345,1
0.6171712286310622,-0.4200596240159423,3,5,0.7744682102025866,-0.14592048355885345,1
0.17729572517355935,1.9121379577022177,3,11,0.36951938161490483,-0.14592048355885345,1
1.2036718999077327,1.1347387637961643,3,5,0.7744682102025866,-0.14592048355885345,1
0.030670557354391746,1.523438360749191,3,5,1.9893146959656318,-0.14592048355885345,1
0.2506083090831432,1.1347387637961643,3,5,1.5843658673779502,-0.14592048355885345,1
0.17729572517355935,0.35733956989011106,3,0,-2.3031428870637947,-0.14592048355885345,1
0.5438586447214784,1.523438360749191,3,13,1.9893146959656318,-0.14592048355885345,1
0.10398314126397555,1.523438360749191,3,5,0.36951938161490483,-0.14592048355885345,1
-0.4825175300126949,1.1347387637961643,3,11,0.6124886787675139,-0.14592048355885345,1
0.17729572517355935,-0.03136002706291564,3,5,1.1794170387902683,-0.14592048355885345,1
1.5702348194556517,1.9121379577022177,3,11,3.204161181728677,-0.14592048355885345,1
-0.5558301139222787,1.523438360749191,3,5,2.3942635245533137,-0.14592048355885345,1
1.423609651636484,-0.03136002706291564,3,6,-0.03542944697277692,-0.14592048355885345,1
-0.11595461046477587,1.1347387637961643,3,13,0.7744682102025866,-0.14592048355885345,1
0.39723347690231076,1.1347387637961643,3,5,0.7744682102025866,-0.14592048355885345,1
0.030670557354391746,1.9121379577022177,3,11,0.7744682102025866,-0.14592048355885345,1
0.32392089299272697,1.9121379577022177,3,11,1.1794170387902683,-0.14592048355885345,1
1.2036718999077327,1.1347387637961643,3,5,0.7744682102025866,-0.14592048355885345,1
0.39723347690231076,1.523438360749191,3,11,1.1794170387902683,-0.14592048355885345,1
0.030670557354391746,1.9121379577022177,3,11,2.1512942274007045,-0.14592048355885345,1
0.5438586447214784,1.1347387637961643,3,13,-0.03542944697277692,-0.14592048355885345,1
0.030670557354391746,-0.03136002706291564,3,6,4.742966730361868,-0.14592048355885345,1
1.7168599872748194,1.1347387637961643,3,6,1.5843658673779502,-0.14592048355885345,1
-0.5558301139222787,-0.4200596240159423,3,9,-0.03542944697277692,-0.14592048355885345,1
0.5438586447214784,1.1347387637961643,3,1,-0.44037827556045867,-0.14592048355885345,1
0.5438586447214784,1.9121379577022177,3,11,3.204161181728677,-0.14592048355885345,1
0.030670557354391746,0.35733956989011106,3,3,-0.03542944697277692,-0.14592048355885345,1
0.030670557354391746,1.9121379577022177,3,13,4.742966730361868,-0.14592048355885345,1
1.4969222355460678,2.3008375546552444,3,11,0.36951938161490483,-0.14592048355885345,1
